2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,returnOnInvestedCapitalLessCostOfCapital_rank,returnOnInvestedCapitalLessCostOfCapital_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
BLMN.US,503,1296,189,0.618274,532,0.0160597,575,0.00850271,United States,Bloomin Brands Inc,Yes,0.0679133,0.0594106,4.619,113.917,2116.46,2012-08-08,16.2697,29.22,3,2,6,0,0,https://www.bloominbrands.com
HQY.US,504,1296,547,2.48114,530,0.0165841,219,0.0712859,United States,HealthEquity Inc,Yes,0.136776,0.0758,1.957,101.609,6319.31,2014-07-31,59.65,81.83,8,4,1,0,0,https://www.healthequity.com
GBERY.US,505,1297,464,1.65529,359,0.0351546,474,0.0212475,Switzerland,Geberit AG ADR,Yes,0.0891085,0.0750318,0,0,17638.8,,34.4006,nan,nan,nan,nan,nan,nan,https://www.geberit.com
OXIG.LSE,506,1297,639,482.621,615,0.000717811,43,0.196858,United Kingdom,Oxford Instruments PLC,Yes,0.265297,0.07835,10.745,88.451,1160.36,,867.763,nan,nan,nan,nan,nan,nan,https://www.oxinst.com
ASGN.US,507,1297,381,1.23215,304,0.0426751,612,0.00368193,United States,ASGN Inc,Yes,0.069094,0.065412,3.752,96.035,3882.16,1992-09-22,54.5,79.86,3,0,3,2,0,https://www.asgn.com
URBN.US,508,1302,324,1.04134,478,0.0224768,500,0.0177313,United States,Urban Outfitters Inc,Yes,0.0832214,0.0758,27.84,76.473,2933.53,1993-11-09,33.2,33.79,4,2,7,0,1,https://www.urbn.com
STERV.HE,509,1303,151,0.510456,608,0.00108079,544,0.012173,Finland,Stora Enso Oyj R,Yes,0.0740617,0.0618887,4.268,52.622,9237.23,2000-09-01,8.6227,nan,nan,nan,nan,nan,nan,https://www.storaenso.com
SOON.SW,510,1303,430,1.4772,338,0.0383442,535,0.0133476,Switzerland,Sonova H Ag,Yes,0.0816345,0.0745663,17.172,42.144,13462.2,,150.67,nan,nan,nan,nan,nan,nan,https://www.sonova.com
SJM.US,511,1309,358,1.16644,434,0.0265278,517,0.0146971,United States,JM Smucker Company,Yes,0.0785668,0.0638697,3.597,83.451,11745.1,1994-10-31,80.4003,151.55,2,0,10,3,0,https://www.jmsmucker.com
BLD.US,512,1312,303,0.986187,473,0.0227534,536,0.013199,United States,Topbuild Corp,Yes,0.0753343,0.0621353,0.438,98.93,7783.4,2015-07-01,45,nan,6,0,5,0,0,https://www.topbuild.com
RS.US,513,1313,232,0.733649,529,0.0166555,552,0.0113301,United States,Reliance Steel & Aluminum Co,Yes,0.0729064,0.0615763,0.865,85.069,15270.5,1994-09-15,64.523,292,3,1,3,0,0,https://www.rsac.com
AME.US,514,1314,494,1.87247,412,0.0294832,408,0.0317471,United States,Ametek Inc,Yes,0.099608,0.0706088,0.347,89.087,34657.6,1984-07-19,65.4618,174.54,9,2,7,0,0,https://www.ametek.com
AVY.US,515,1316,532,2.20652,427,0.0273926,357,0.0400046,United States,Avery Dennison Corp,Yes,0.107236,0.0672313,0.744,94.771,14811.1,1983-12-29,82.455,203.71,7,3,2,1,0,https://www.averydennison.com
BC.US,516,1317,347,1.13433,366,0.0346387,604,0.00489421,United States,Brunswick Corporation,Yes,0.0707071,0.0658129,1.455,96.402,5182.39,1981-12-31,42.6988,100.07,7,6,4,0,0,https://www.brunswick.com
FEVR.LSE,517,1317,638,243.702,635,0.000129731,44,0.193992,United Kingdom,Fevertree Drinks Plc,Yes,0.262334,0.0782987,10.713,69.112,1364.1,,2000.12,nan,nan,nan,nan,nan,nan,https://www.fever-tree.com
OC.US,518,1320,183,0.592426,518,0.0181352,619,0.00296529,United States,Owens Corning Inc,Yes,0.059516,0.0565507,0.608,103.901,11894,2006-11-01,40.6006,135.86,6,1,8,2,0,https://www.owenscorning.com
MWA.US,519,1321,301,0.98129,417,0.0289926,603,0.00517121,United States,Mueller Water Products,Yes,0.0749305,0.0697593,1.678,96.257,2015.53,2006-05-26,8.2939,15.25,2,0,6,0,0,https://www.muellerwaterproducts.com
TKR.US,520,1323,272,0.868301,485,0.0212804,566,0.0094144,United States,Timken Company,Yes,0.0674601,0.0580457,11.337,87.241,5220.09,1985-07-01,33.8518,94.11,6,0,4,0,0,https://www.timken.com
PFGC.US,521,1323,418,1.41638,414,0.0292501,491,0.0196145,United States,Performance Food Group Co,Yes,0.0879865,0.068372,2.068,100.881,9173.27,1993-08-24,32.27,73.67,7,3,3,0,0,https://www.pfgc.com
CSL.US,522,1325,487,1.82136,569,0.00841028,269,0.0566825,United States,Carlisle Companies Incorporated,Yes,0.123674,0.0669914,0.81,94.066,13095.3,1987-11-05,94.4413,322,4,1,1,0,0,https://www.carlisle.com
VRSK.US,523,1326,548,2.48922,404,0.0309827,374,0.036941,United States,Verisk Analytics Inc,Yes,0.105603,0.0718942,0.777,99.418,34802.1,2009-10-07,105.551,247.75,7,4,7,0,0,https://www.verisk.com
WM.US,524,1327,351,1.15217,363,0.0348895,613,0.00363566,United States,Waste Management Inc,Yes,0.0706409,0.0670052,0.194,84.174,61249,1988-06-02,81.5655,nan,8,2,10,1,0,https://www.wm.com
OLLI.US,525,1328,566,2.97917,583,0.00525328,179,0.0872627,United States,Ollie's Bargain Outlet Hldg,Yes,0.152753,0.0751094,0.352,106.887,4603.14,2015-07-16,66.51,71.4,5,3,6,0,1,https://www.ollies.us
COH.AU,526,1329,594,4.19024,409,0.0303607,326,0.0438952,Australia,Cochlear Ltd,Yes,0.112215,0.0783666,0.495,50.136,16116.8,,162.43,nan,nan,nan,nan,nan,nan,https://www.cochlear.com
HXL.US,527,1329,414,1.39835,513,0.0188954,402,0.0326942,United States,Hexcel Corporation,Yes,0.100555,0.0698823,0.573,100.627,5437.9,1987-11-05,55.91,75.85,2,1,11,1,0,https://www.hexcel.com
HRL.US,528,1329,454,1.60039,452,0.025162,423,0.0293467,United States,Hormel Foods Corporation,Yes,0.100242,0.0799851,47.193,42.432,20148.8,1990-01-02,38.2026,41.3,0,0,8,3,0,https://www.hormelfoods.com
EMMN.SW,529,1331,310,0.999994,524,0.017568,497,0.018227,Switzerland,Emmi AG,Yes,0.0864181,0.0706641,60.644,16.071,4665.03,,638.683,nan,nan,nan,nan,nan,nan,https://www.emmi.com
CTAS.US,530,1334,550,2.50342,488,0.021017,296,0.0508565,United States,Cintas Corporation,Yes,0.12014,0.0736051,15.071,66.33,50240.5,1983-08-19,161.179,nan,6,4,8,2,0,https://www.cintas.com
JUN3.XETRA,531,1334,286,0.91458,433,0.026529,615,0.00327401,Germany,Jungheinrich AG O.N.VZO,Yes,0.069037,0.0657629,0,40.432,2720.92,,20.3099,nan,nan,nan,nan,nan,nan,https://www.jungheinrich.com
DIM.PA,532,1337,595,4.46227,560,0.00991247,182,0.0861903,France,Sartorius Stedim Biotech SA,Yes,0.153446,0.0772759,73.599,13.949,17275.7,,85.9062,nan,nan,nan,nan,nan,nan,https://www.sartorius.com
ASII.JK,533,1338,292,0.945274,493,0.0208373,553,0.0110987,Indonesia,Astra International Tbk,Yes,0.0790187,0.0713868,50.145,15.123,2.38853e+08,1990-04-04,6491.54,nan,nan,nan,nan,nan,nan,https://www.astra.co.id
RM.LSE,534,1341,626,121.203,606,0.00119338,109,0.113036,United Kingdom,RM Plc,Yes,0.184169,0.0811709,10.576,75.758,51.5106,,183.955,nan,nan,nan,nan,nan,nan,https://www.rmplc.com
ASCL.LSE,535,1341,635,220.918,638,4.8359e-05,68,0.15275,United Kingdom,Ascential PLC,Yes,0.222275,0.0782137,6.752,94.324,922.46,,365.011,nan,nan,nan,nan,nan,nan,https://www.ascential.com
ATI.US,536,1342,264,0.841019,457,0.024746,621,0.00276814,United States,Allegheny Technologies Incorporated,Yes,0.0662633,0.0634952,0.678,106.853,5291.26,1999-11-29,21.77,50.63,6,2,0,0,0,https://www.atimaterials.com
TECN.SW,537,1345,403,1.36502,369,0.0344076,573,0.00878848,Switzerland,Tecan Group AG,No,0.0769796,0.0782473,0.393,72.138,3578.68,,186.346,nan,nan,nan,nan,nan,nan,https://www.tecan.com
FMC.US,538,1346,567,2.98415,426,0.0274639,353,0.0405455,United States,FMC Corporation,Yes,0.106734,0.0661884,0.757,91.852,7832.05,1985-07-01,57.7981,113.93,10,5,4,0,0,https://www.fmc.com
ALVIV.PA,539,1346,161,0.529377,589,0.00378632,596,0.00576447,France,Visiativ,Yes,0.057822,0.0520576,49.517,14.32,95.7302,,14.2238,nan,nan,nan,nan,nan,nan,https://www.visiativ.com
HEI.US,540,1348,591,3.72644,507,0.0195717,250,0.0619661,United States,Heico Corporation,Yes,0.132862,0.0791306,22.83,71.189,19460.5,1992-03-17,76.965,190,6,3,5,0,0,https://www.heico.com
GABR.CO,541,1351,533,2.20938,482,0.0218627,336,0.0426681,Denmark,Gabriel Holding,Yes,0.112424,0.0796933,0,8.407,612.36,,572.887,nan,nan,nan,nan,nan,nan,https://www.gabriel.dk
ASURB.MX,542,1361,372,1.19764,349,0.0370844,640,0.000194754,Mexico,Grupo Aeroportuario del Sureste S. A. B. de C. V,No,0.0685188,0.0714628,61.27,23.1,130137,2000-09-28,293.789,nan,nan,nan,nan,nan,nan,https://www.asur.com.mx
GPI.US,543,1365,218,0.693464,596,0.00325266,551,0.0114222,United States,Group 1 Automotive Inc,Yes,0.0575892,0.0461669,3.573,103.959,3513.71,1997-10-30,50.4836,294.8,4,1,2,0,1,https://www.group1auto.com
GT.US,544,1368,179,0.58142,580,0.00621067,609,0.00393348,United States,Goodyear Tire & Rubber Co,Yes,0.0571486,0.0532151,0.492,85.007,3563.31,1970-01-02,19.4301,nan,1,1,6,0,0,https://www.goodyear.com
CRL.US,545,1369,433,1.4896,371,0.0342412,565,0.00943452,United States,Charles River Laboratories,Yes,0.0769206,0.0674861,0.983,101.753,9918.97,2000-06-23,113.18,248.77,10,3,3,0,0,https://www.criver.com
ITX.MC,546,1369,419,1.41942,510,0.0189879,440,0.0263877,Spain,Industria de Diseno Textil SA,Yes,0.0919327,0.0757897,64.351,15.822,104879,,19.1978,nan,nan,nan,nan,nan,nan,https://www.inditex.com
CCL-B.TO,547,1375,341,1.11572,447,0.0256086,587,0.00710396,Canada,CCL Industries Inc,Yes,0.0735678,0.0664639,10.071,44.744,10147.1,,46.5618,nan,nan,nan,nan,nan,nan,https://www.cclind.com
HMS.ST,548,1376,562,2.84572,300,0.0434972,514,0.015268,Sweden,HMS Networks AB (publ),Yes,0.0833992,0.0750749,13.555,71.06,18382.5,,121.949,nan,nan,nan,nan,nan,nan,https://www.hms-networks.com
BEI.XETRA,549,1377,500,1.89611,500,0.0203003,377,0.0365049,Germany,Beiersdorf Aktiengesellschaft,Yes,0.104085,0.0782812,51.187,19.559,27966.8,,88.5997,nan,nan,nan,nan,nan,nan,https://www.beiersdorf.com
ADP.PA,550,1379,369,1.18776,539,0.0142798,471,0.0215532,France,Aeroports de Paris SA,Yes,0.0830003,0.061447,60.334,26.544,11028.5,,158.108,nan,nan,nan,nan,nan,nan,https://www.parisaeroport.fr
OXB.LSE,551,1381,632,182.297,616,0.000687981,133,0.105016,United Kingdom,Oxford BioMedica PLC,Yes,0.183348,0.0783322,8.675,67.05,206.256,,707.2,nan,nan,nan,nan,nan,nan,https://www.oxb.com
MIDD.US,552,1385,529,2.173,405,0.0309429,451,0.0236275,United States,Middleby Corp,Yes,0.0892355,0.065608,1.234,101.758,6671.97,1992-03-17,102.73,174.38,7,1,2,0,0,https://www.middleby.com
MELE.BR,553,1386,450,1.57646,443,0.0260059,493,0.0194539,Belgium,Melexis NV,Yes,0.0870515,0.0772372,50,21.047,2965.36,,42.8048,nan,nan,nan,nan,nan,nan,https://www.melexis.com
MEDI.OL,554,1387,466,1.66351,492,0.0208518,429,0.0285584,Norway,Medistim ASA,Yes,0.0966192,0.0778555,15.114,67.709,3853.77,,62.0436,nan,nan,nan,nan,nan,nan,https://www.medistim.com
ULVR.LSE,555,1388,640,515.289,618,0.000560668,130,0.106559,United Kingdom,Unilever PLC,Yes,0.174901,0.0781672,3.059,50.101,96378.7,,3452.59,nan,nan,nan,nan,nan,nan,https://www.unilever.com
BUCN.SW,556,1390,255,0.821322,634,0.000180651,501,0.0176412,Switzerland,Bucher Industries AG,Yes,0.0858323,0.0729621,35.971,20.987,3433.66,,233.529,nan,nan,nan,nan,nan,nan,https://www.bucherindustries.com
CPS.US,557,1391,237,0.762592,564,0.00875752,590,0.00663615,United States,Cooper Stnd,Yes,0.0669897,0.0603535,2.852,71.532,223.224,2010-05-27,62.12,22,0,0,1,0,0,https://www.cooperstandard.com
FMX.US,558,1399,586,3.46825,599,0.00285741,214,0.0730157,Mexico,Fomento Economico Mexicano,Yes,0.141959,0.0743494,0,36.455,216375,1998-05-11,77.9679,126.33,4,6,3,0,0,https://www.femsa.com
RIO.LSE,559,1406,611,39.3806,609,0.00102057,186,0.0844381,United Kingdom,Rio Tinto PLC,Yes,0.152781,0.0781291,14.665,46.793,85240.7,,2334.01,nan,nan,nan,nan,nan,nan,https://www.riotinto.com
RDW.LSE,560,1406,612,43.3304,619,0.000551536,175,0.0881461,United Kingdom,Redrow PLC,Yes,0.157258,0.0790906,17.649,50.515,1628.27,,394.309,nan,nan,nan,nan,nan,nan,https://www.redrowplc.co.uk
TDG.US,561,1407,598,4.73866,334,0.0390566,475,0.0212139,United States,Transdigm Group Incorporated,Yes,0.0842489,0.063035,0.415,96.498,46910.1,2006-03-15,284.804,nan,11,4,3,2,0,https://www.transdigm.com
ALPRI.PA,562,1408,317,1.02092,554,0.011518,537,0.0130485,France,Prismaflex Intl,Yes,0.105721,0.0998223,25.976,12.614,6.9318,,8.7,nan,nan,nan,nan,nan,nan,https://www.prismaflex.com
DY.US,563,1412,504,1.92568,568,0.00853718,340,0.0420411,United States,Dycom Industries Inc,Yes,0.107769,0.067278,3.72,102.283,2610.67,1990-09-24,54.04,125.88,5,1,1,0,0,https://www.dycomind.com
D6H.XETRA,564,1417,411,1.3824,552,0.0119625,454,0.0231628,Germany,DATAGROUP SE,Yes,0.0923417,0.0732319,59,13.173,449.958,,28.9613,nan,nan,nan,nan,nan,nan,https://www.datagroup.de
HUM.US,565,1418,482,1.7606,516,0.0185328,420,0.0296899,United States,Humana Inc,Yes,0.0975509,0.0709832,0.168,95.635,61726.8,1993-01-22,276.536,nan,12,4,6,0,0,https://www.humana.com
BDRFY.US,566,1419,522,2.07531,517,0.0184659,380,0.0362243,Germany,Beiersdorf AG ADR,Yes,0.104085,0.078284,0,0.177,29991.2,,20.1125,nan,nan,nan,nan,nan,nan,https://www.beiersdorf.com
AIR.PA,567,1421,525,2.12336,411,0.0297719,485,0.0203676,Netherlands,Airbus Group SE,Yes,0.0876237,0.0705301,25.792,35.851,104458,2000-07-10,80.455,nan,nan,nan,nan,nan,nan,https://www.airbus.com
SHP.JSE,568,1431,621,97.5165,640,1.55368e-05,170,0.089202,South Africa,Shoprite Holdings Ltd,Yes,0.157666,0.0790388,12.12,57.928,110146,,16819.6,nan,nan,nan,nan,nan,nan,https://www.shopriteholdings.co.za
QQ.LSE,569,1437,615,64.9938,597,0.00320512,225,0.0704354,United Kingdom,Qinetiq Group PLC,Yes,0.138874,0.0783991,11.226,68.011,1859.57,2006-02-10,256.839,nan,nan,nan,nan,nan,nan,https://www.qinetiq.com
GBT.PA,570,1447,274,0.872493,604,0.0014204,569,0.00914164,France,Guerbet S. A.,Yes,0.0649258,0.0557841,56.185,16.904,225.028,,46.1111,nan,nan,nan,nan,nan,nan,https://www.guerbet.com
KIN.BR,571,1449,483,1.76454,533,0.016026,433,0.027912,Belgium,Kinepolis Group NV,Yes,0.0952624,0.0673503,48.208,18.196,1290.97,,47.9848,nan,nan,nan,nan,nan,nan,https://www.kinepolis.com
TTEK.US,572,1455,510,1.96806,477,0.0225297,468,0.0218491,United States,Tetra Tech Inc,Yes,0.0913222,0.0763586,0.548,95.706,8063.51,1991-12-17,50.0656,nan,1,2,3,0,0,https://www.tetratech.com
IVL.BK,573,1457,294,0.951609,553,0.0117145,610,0.00380148,Thailand,Indorama Ventures PCL,Yes,0.0692626,0.0654611,67.139,8.082,141767,,46.3801,nan,nan,nan,nan,nan,nan,https://www.indoramaventures.com
BON.PA,574,1462,290,0.93431,573,0.00778459,599,0.00568667,France,Bonduelle S.C.A.,Yes,0.0634768,0.0577901,60.482,14.421,329.17,,26.0846,nan,nan,nan,nan,nan,nan,https://www.bonduelle.com
BIOT.ST,575,1465,583,3.34957,509,0.0191774,373,0.0374517,Sweden,Biotage AB,Yes,0.105583,0.0774832,0.482,55.472,9769,,106.783,nan,nan,nan,nan,nan,nan,https://www.biotage.com
WEN.US,576,1466,610,23.665,551,0.0123503,305,0.0487413,United States,The Wendy’s Co,Yes,0.111602,0.0628603,8.666,79.652,3978.56,1992-03-17,13.7376,nan,9,3,15,1,0,https://www.wendys.com
WST.US,577,1471,530,2.18172,555,0.011393,386,0.0356371,United States,West Pharmaceutical Services Inc,Yes,0.103498,0.0769312,0.537,96.212,27371.5,1978-01-13,96.575,383.63,4,2,4,1,0,https://www.westpharma.com
DKSH.SW,578,1475,354,1.16197,594,0.00360026,527,0.0140457,Switzerland,DKSH Holding AG,Yes,0.0822368,0.0764214,45.213,31.971,3669.74,,55.927,nan,nan,nan,nan,nan,nan,https://www.dksh.com
CCC.LSE,579,1476,613,52.6859,625,0.00049607,238,0.0661149,United Kingdom,Computacenter PLC,Yes,0.134457,0.0782303,27.102,37.521,2984.71,,885.255,nan,nan,nan,nan,nan,nan,https://www.computacenter.com
STZ.US,580,1478,565,2.97068,575,0.00697196,338,0.0423726,United States,Constellation Brands Inc Class A,Yes,0.110555,0.0681824,12.441,77.393,43461.9,1987-01-01,149.406,nan,12,8,3,0,0,https://www.cbrands.com
EL.US,581,1481,485,1.8031,373,0.0339225,623,0.0021275,United States,Estee Lauder Companies Inc,No,0.0707471,0.0756788,0.5,92.614,51979.7,1995-11-16,123.85,nan,12,5,13,0,0,https://www.elcompanies.com
BH.BK,582,1485,535,2.24062,536,0.0146265,414,0.0307768,Thailand,Bumrungrad Hospital Public Company Limited,Yes,0.0990488,0.0772999,13.657,26.385,204286,1989-12-15,168.91,nan,nan,nan,nan,nan,nan,https://www.bumrungrad.com
KRZ.IR,583,1489,569,3.04113,591,0.00368808,329,0.0435154,Ireland,Kerry Group,Yes,0.112315,0.072277,11.445,41.363,13316.7,,83.0614,nan,nan,nan,nan,nan,nan,https://www.kerrygroup.com
CAE.TO,584,1493,420,1.41995,491,0.0208835,582,0.00767128,Canada,CAE Inc.,Yes,0.0757934,0.0698146,0.124,72.703,9941.75,,24.6746,nan,nan,nan,nan,nan,nan,https://www.cae.com
SPX.LSE,585,1493,634,201.463,632,0.000244716,227,0.0693996,United Kingdom,Spirax-Sarco Engineering PLC,Yes,0.137742,0.0782515,0.982,78.017,7163.2,,5872.21,nan,nan,nan,nan,nan,nan,https://www.spiraxsarcoengineering.com
SIKA.SW,586,1495,538,2.27508,490,0.0209242,467,0.0221711,Switzerland,Sika AG,Yes,0.0903623,0.0709503,5.516,53.941,37436.7,,117.429,nan,nan,nan,nan,nan,nan,https://www.sika.com
XYL.US,587,1497,549,2.48952,423,0.0282548,525,0.014284,United States,Xylem Inc,Yes,0.0823822,0.069691,0.285,76.702,22112.9,2011-10-13,62.766,124.1,5,2,8,1,0,https://www.xylem.com
SAP.TO,588,1497,513,2.00208,566,0.00857101,418,0.0300441,Canada,Saputo Inc,Yes,0.097932,0.0730871,42.275,21.452,12032.7,,35.288,nan,nan,nan,nan,nan,nan,https://www.saputo.com
DAE.SW,589,1507,306,0.989484,581,0.00603094,620,0.00291817,Switzerland,Daetwyl I,No,0.0711093,0.0719317,40.898,22.626,2971.6,,114.661,nan,nan,nan,nan,nan,nan,https://www.datwyler.com
NEOG.US,590,1508,585,3.45224,584,0.00486193,339,0.0421858,United States,Neogen Corporation,Yes,0.112849,0.0798,0.091,102.793,3705.41,1989-08-23,28.5,26,2,0,1,0,0,https://www.neogen.com
SYY.US,591,1510,506,1.9438,376,0.0338035,628,0.00155789,United States,Sysco Corporation,Yes,0.0705242,0.0689664,0.112,85.674,31785.1,1973-05-08,55.0899,85.08,6,4,8,0,0,https://www.sysco.com
NIBE-B.ST,592,1512,516,2.01562,602,0.00211769,394,0.0347461,Sweden,NIBE Industrier AB (publ),Yes,0.102877,0.0698666,21.723,43.691,132294,,22.1824,nan,nan,nan,nan,nan,nan,https://www.nibe.com
NYT.US,593,1515,492,1.86825,598,0.00313986,425,0.0292219,United States,New York Times Company,Yes,0.0970829,0.0748466,1.763,92.783,6742.83,1973-05-03,21.4436,43.58,2,1,4,0,0,https://www.nytco.com
SBK.JSE,594,1520,614,60.899,617,0.000606597,289,0.0529283,South Africa,Standard Bank Group Ltd,Yes,0.131568,0.0786395,0.101,60.59,211965,,13800.4,nan,nan,nan,nan,nan,nan,https://www.standardbank.co.za
WOW.AU,595,1523,353,1.15963,576,0.00696227,594,0.00612795,Australia,Woolworths Ltd,No,0.0744479,0.0750615,0.25,31.599,42877.6,,25.6907,nan,nan,nan,nan,nan,nan,https://www.woolworthsgroup.com.au
HLT.US,596,1524,561,2.84214,386,0.0328841,577,0.00835619,United States,Hilton Worldwide Holdings Inc,Yes,0.0752207,0.0668645,1.87,97.227,39590.6,2013-12-12,70.6994,163.18,7,3,13,0,0,https://www.hilton.com
WT.US,597,1525,556,2.60597,570,0.00840432,399,0.0331795,United States,WisdomTree Inc.,Yes,0.10104,0.069364,14.419,83.972,965.151,1993-03-04,5.9465,7.96,2,0,4,1,0,https://www.wisdomtree.com
NSC.US,598,1531,374,1.20208,543,0.0137151,614,0.00356735,United States,Norfolk Southern Corporation,Yes,0.0702878,0.0667204,0.136,76.217,43475.6,1982-06-02,135.437,nan,10,3,15,0,0,https://www.norfolksouthern.com
RMS.PA,599,1535,517,2.02039,484,0.0213257,534,0.0134418,France,Hermes International SCA,Yes,0.0806979,0.078244,67.066,10.64,190107,,469.36,nan,nan,nan,nan,nan,nan,https://finance.hermes.com
JJSF.US,600,1540,480,1.74919,607,0.00114201,453,0.0233486,United States,J & J Snack Foods Corp,Yes,0.0928217,0.0799783,21.694,78.408,3015.38,1990-03-26,133.287,184.5,2,1,2,0,0,https://www.jjsnack.com
BN.PA,601,1544,490,1.86146,462,0.024309,592,0.00647841,France,Danone SA,Yes,0.0663628,0.0598844,2.192,59.072,36656.7,,52.1946,nan,nan,nan,nan,nan,nan,https://www.danone.com
CSL.AU,602,1549,597,4.55005,540,0.014032,412,0.0313656,Australia,CSL Ltd,Yes,0.0996856,0.0763665,0.405,34.629,115018,,174.932,nan,nan,nan,nan,nan,nan,https://www.csl.com.au
TAL.US,603,1554,554,2.58574,479,0.0221373,521,0.0145208,China,TAL Education Group,Yes,0.0826663,0.0780454,0.005,60.356,5823.55,2010-10-20,26.68,7.13,6,2,5,0,2,https://www.100tal.com
OR.PA,604,1571,491,1.86254,446,0.0257738,634,0.000825377,France,L’Oreal SA,No,0.0680815,0.0776592,56.869,16.019,217460,,187.758,nan,nan,nan,nan,nan,nan,https://www.loreal.com
SDI.LSE,605,1571,625,120.084,633,0.000227617,313,0.0472096,United Kingdom,SDI Group plc,Yes,0.115937,0.0786806,8.402,61.288,97.9541,,35,nan,nan,nan,nan,nan,nan,https://www.thesdigroup.net
MKC.US,606,1584,596,4.51395,499,0.020438,489,0.0198687,United States,McCormick & Company Incorporated,Yes,0.0913647,0.0714959,0.47,87.572,17322.1,1972-04-03,64.026,83.92,3,1,7,3,1,https://www.mccormickcorporation.com
CRS.US,607,1586,376,1.21701,622,0.000514679,588,0.00699461,United States,Carpenter Technology Corporation,Yes,0.0758515,0.0689925,2.363,95.614,3274.28,1987-11-05,31.8132,62.5,2,0,1,0,0,https://www.carpentertechnology.com
BC8.XETRA,608,1593,457,1.61825,582,0.00569702,554,0.0110219,Germany,Bechtle AG,Yes,0.0786023,0.0714682,35.044,42.116,5473.44,,21.5524,nan,nan,nan,nan,nan,nan,https://www.bechtle.com
ESE.US,609,1599,528,2.16566,572,0.00783903,499,0.0179327,United States,ESCO Technologies Inc,Yes,0.0874058,0.0740841,1.487,99.005,2690.67,1990-10-01,64.6918,111.67,2,1,0,0,0,https://www.escotechnologies.com
FEV.XETRA,610,1599,432,1.48769,593,0.00363339,574,0.00868679,Germany,FORTEC Elektronik AG,Yes,0.0770194,0.0760317,36.498,3.69,83.5363,,16.3014,nan,nan,nan,nan,nan,nan,https://www.fortecag.de
FCC.MC,611,1601,474,1.71042,563,0.00906887,564,0.00961433,Spain,Fomento de Construcciones y Contratas SA,Yes,0.064156,0.0545417,84.484,8.806,5480,,9.94,nan,nan,nan,nan,nan,nan,https://www.fcc.es/es/
BCPC.US,612,1602,521,2.04481,502,0.0201126,579,0.00832823,United States,Balchem Corporation,Yes,0.0761892,0.0752014,1.009,90.74,4067.7,1986-06-03,76.1826,158.33,1,2,0,0,0,https://www.balchem.com
ITGR.US,613,1602,601,5.62296,461,0.0244433,540,0.0128676,United States,Integer Holdings Corp,Yes,0.0862017,0.0733341,1.595,111.211,2631.67,2000-09-29,76.26,99.67,3,1,3,0,0,https://www.integer.net
MTN.US,614,1603,523,2.08094,445,0.0259591,635,0.000559881,United States,Vail Resorts Inc,No,0.0697908,0.0734088,1.333,103.86,8132.97,1997-02-03,187.29,nan,3,1,5,1,0,https://www.vailresorts.com
DEO.US,615,1604,606,8.99072,574,0.0077324,424,0.029225,United Kingdom,Diageo PLC ADR,Yes,0.0978447,0.0775083,0.005,9.964,89521.6,1996-05-13,126.571,174.53,4,0,2,1,1,https://www.diageo.com
AOT.BK,616,1613,542,2.38035,525,0.017489,546,0.011863,Thailand,Airports of Thailand Public Company Limited,Yes,0.081767,0.0792435,72.418,4.136,982142,2004-03-11,62.7872,nan,nan,nan,nan,nan,nan,https://www.airportthai.co.th
EXPO.US,617,1619,497,1.88212,495,0.0206328,627,0.00162226,United States,Exponent Inc,No,0.0673497,0.0758,1.352,91.219,4331.31,1990-08-17,48.2717,nan,1,0,2,0,0,https://www.exponent.com
RBGLY.US,618,1628,552,2.53232,496,0.0205829,580,0.00826216,United Kingdom,Reckitt Benckiser Group PLC ADR,Yes,0.076192,0.0679299,0,1.466,48318.3,,13.1315,nan,nan,nan,nan,nan,nan,https://www.reckitt.com
VOD.JSE,619,1636,619,75.5349,624,0.000496941,393,0.0347844,South Africa,Vodacom Group Ltd,Yes,0.102588,0.0783058,70.708,19.514,224261,,9995.61,nan,nan,nan,nan,nan,nan,https://www.vodacom.com
FTC.LSE,620,1652,618,73.7797,603,0.00162082,431,0.028353,United Kingdom,Filtronic,Yes,0.100261,0.0797893,59.822,23.34,35.3445,,5.9,nan,nan,nan,nan,nan,nan,https://filtronic.com
SITE.US,621,1653,602,6.22989,544,0.0137078,507,0.0171419,United States,SiteOne Landscape Supply Inc,Yes,0.0863822,0.0694406,1.494,108.483,5766.58,2016-05-12,55.27,175,6,0,3,1,0,https://www.siteone.com
GET.PA,622,1664,520,2.03535,519,0.0181151,625,0.00186836,France,Getlink SE,Yes,0.0604016,0.0585333,34.507,31.385,8448.69,,10.9785,nan,nan,nan,nan,nan,nan,https://www.getlinkgroup.com
RAA.XETRA,623,1679,568,2.99124,489,0.0209564,622,0.00223043,Germany,RATIONAL Aktiengesellschaft,No,0.0698107,0.0781805,55.168,26.462,39488.8,,470.892,nan,nan,nan,nan,nan,nan,https://www.rational-online.com
