2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
TPR.US,470,959,563,1.21984,396,0.0488963,United States,Tapestry Inc,Yes,0.150049,0.0658087,0.263,96.32,6459.15,2000-10-05,36.75,50.07,11,4,6,0,0,https://www.tapestry.com
VSH.US,471,964,294,0.486928,670,0.024114,United States,Vishay Intertechnology Inc,Yes,0.146552,0.0768689,0.644,95.902,3464.98,1988-01-04,21.2193,25.25,2,0,2,2,0,https://www.vishay.com
ABBV.US,472,964,760,2.13282,204,0.0864897,United States,AbbVie Inc,Yes,0.286533,0.0763146,0.131,71.415,261669,2013-01-02,155.335,166.2,9,6,14,1,0,https://www.abbvie.com
MDI.TO,473,966,405,0.718153,561,0.0313258,Canada,Major Drilling Group International,Yes,0.167133,0.0746585,0.779,76.79,676.178,,10.52,nan,nan,nan,nan,nan,nan,https://www.majordrilling.com
ARCAD.AS,474,966,454,0.853841,512,0.0355011,Netherlands,Arcadis N.V.,No,0.00963674,0.0711293,22.925,56.131,3700.99,,36.0284,nan,nan,nan,nan,nan,nan,https://www.arcadis.com
MAS.US,475,969,592,1.33154,377,0.0513367,United States,Masco Corporation,Yes,0.32228,0.0730165,0.331,97.114,11741.1,1983-06-10,45.7014,66.4,6,3,11,2,0,https://masco.com
TGT.US,476,972,499,0.985228,473,0.0394514,United States,Target Corporation,Yes,0.204656,0.0608797,0.196,81.509,48473.1,1983-04-06,144.369,151,10,4,21,0,1,https://corporate.target.com
BLD.US,477,973,512,1.02701,461,0.040445,United States,Topbuild Corp,Yes,0.166117,0.0727355,0.438,98.93,7783.4,2015-07-01,156.49,nan,6,0,5,0,0,https://www.topbuild.com
SLHN.SW,478,973,338,0.572151,635,0.0261464,Switzerland,Swiss Life Holding AG,No,0.0470047,0.0635091,0.499,31.051,16580.5,,451.88,nan,nan,nan,nan,nan,nan,https://www.swisslife.com
BYD.US,479,973,671,1.66024,302,0.0645666,United States,Boyd Gaming Corporation,Yes,0.128644,0.0661931,28.606,72.317,5997.72,1993-10-15,53.9782,nan,8,2,4,0,0,https://www.boydgaming.com
TOKMAN.HE,480,976,474,0.913703,502,0.0367792,Finland,Tokmanni Group Oyj,No,0.00641699,0.0666157,3.559,53.372,761.179,,10.6341,nan,nan,nan,nan,nan,nan,https://www.tokmanni.fi
ISD.V,481,981,29,0.00809364,952,0.0029629,Canada,iSign Media Solutions Inc,Yes,8.50096,0.0917761,29.588,0,2.3198,,0.01,nan,nan,nan,nan,nan,nan,https://www.isignmedia.com
LAT1V.HE,482,982,283,0.465652,699,0.0219795,Finland,Lassila &Tikanoja Oyj,No,0.0404157,0.0680822,22.626,24.314,360.938,,10.1554,nan,nan,nan,nan,nan,nan,https://www.lt.fi/fi
CPRI.US,483,983,452,0.846304,531,0.0341754,United Kingdom,Capri Holdings Ltd,Yes,0.223035,0.0572164,2.472,95.689,6127.44,2011-12-15,57.32,53.31,1,0,15,0,0,https://www.capriholdings.com
SSL.US,484,987,28,0.0067877,959,0.00215753,South Africa,Sasol Ltd,Yes,0.226347,0.0335072,0,1.136,8223.34,1982-04-26,14.6555,19.22,1,0,0,0,0,https://www.sasol.com
UPS.US,485,987,564,1.22302,423,0.0452048,United States,United Parcel Service Inc,Yes,0.17339,0.0786598,0.01,72.651,131816,1999-11-10,167.191,185.69,12,3,14,1,1,https://www.ups.com
AKRBP.OL,486,991,216,0.371407,775,0.0169107,Norway,Aker BP ASA,Yes,0.438881,0.0846718,51.416,30.209,198007,,279.156,nan,nan,nan,nan,nan,nan,https://akerbp.com
WEX.US,487,991,562,1.21573,429,0.0443031,United States,Wex Inc,No,0.040142,0.0733615,0.44,101.281,7903.97,2005-02-16,163.65,225.23,6,2,7,0,0,https://www.wexinc.com
ATR.US,488,992,698,1.81333,294,0.0663407,United States,AptarGroup Inc,No,0.0450966,0.078628,0.438,92.719,8297.19,1993-04-21,108.539,136.75,2,1,3,0,0,https://www.aptar.com
KEMIRA.HE,489,994,307,0.505245,687,0.0226349,Finland,Kemira Oyj,No,0.0601674,0.0694025,29.645,37.767,2350.38,,13.7712,nan,nan,nan,nan,nan,nan,https://www.kemira.com
CHT.US,490,996,38,0.0228961,958,0.00223804,Taiwan,Chunghwa Telecom Co Ltd,No,0.0278937,0.0529034,0,2.282,28058.7,2003-07-17,35.1821,37.63,nan,nan,nan,nan,nan,https://www.cht.com.tw
BO.CO,491,1002,856,3.24286,146,0.107277,Denmark,Bang & Olufsen,No,-0.0259067,0.0780942,15.321,28.742,1076.9,,8.21,nan,nan,nan,nan,nan,nan,https://www.bang-olufsen.com
SMTC.US,492,1008,670,1.65729,338,0.0573926,United States,Semtech Corporation,Yes,0.138184,0.0658054,1.184,106.296,1454.19,1992-03-17,28.69,38.8,6,2,5,0,0,https://www.semtech.com
WKL.AS,493,1008,683,1.73638,325,0.0596378,Netherlands,Wolters Kluwer N.V.,Yes,0.123162,0.0792482,0.041,66.273,28988.3,,96.0894,nan,nan,nan,nan,nan,nan,https://wolterskluwer.com
HCA.US,494,1010,602,1.37096,408,0.0470603,United States,HCA Holdings Inc,Yes,0.176868,0.068509,26.185,64.2,66740.4,2011-03-10,237.783,321.18,15,4,4,0,0,https://www.hcahealthcare.com
BSLN.SW,495,1012,885,3.6861,127,0.114367,Switzerland,Basilea Pharmaceutica AG,Yes,0.140668,0.0809505,4.164,32.118,441.456,,45.8,nan,nan,nan,nan,nan,nan,https://www.basilea.com
OSK.US,496,1014,443,0.82743,571,0.0304938,United States,Oshkosh Corporation,No,0.0202608,0.079001,0.563,93.495,6013.58,1990-03-26,86.5689,109.44,6,3,9,1,0,https://www.oshkoshcorp.com
WNC.US,497,1015,467,0.886547,548,0.0325859,United States,Wabash National Corporation,Yes,0.121939,0.0721179,2.242,101.174,1010.96,1991-11-08,22.2899,31.33,2,0,2,0,0,https://onewabash.com
MOG-A.US,498,1019,527,1.08265,492,0.0379101,United States,Moog Inc,No,0.0537484,0.0707884,2.027,98.874,3574.1,1992-02-21,86.8891,120.5,3,0,0,0,1,https://www.moog.com
MYCR.ST,499,1022,640,1.52146,382,0.0509645,Sweden,Mycronic publ AB,Yes,0.127623,0.0854642,0.096,82.189,24789.6,,192.677,nan,nan,nan,nan,nan,nan,https://www.mycronic.com
BTGOF.US,500,1023,187,0.328915,836,0.0126994,United Kingdom,BT Group plc,Yes,0.0566845,0.0493539,36.666,32.669,14169.2,,1.2701,nan,nan,nan,nan,nan,nan,https://www.bt.com
EXPR.US,501,1026,185,0.324972,841,0.012421,United States,Express Inc,No,-0.121424,0.0841968,16.137,25.736,33.7071,2010-05-13,20.4,30,1,0,0,0,0,https://www.express.com
COL.AU,502,1029,547,1.14298,482,0.038536,Australia,Coles Group Ltd,No,0.0592557,0.0648285,3.309,31.537,21226.9,,16.0833,nan,nan,nan,nan,nan,nan,https://www.colesgroup.com.au
AX.US,503,1029,322,0.539572,707,0.0215003,United States,Axos Financial Inc,Yes,0.109133,0.0707449,10.994,81.593,2647.13,2005-03-15,38.22,56.83,2,3,1,0,0,https://axosfinancial.com
ELV.US,504,1029,432,0.795222,597,0.028485,United States,Elevance Health Inc,Yes,0.123568,0.07731,0.217,92.336,103730,2001-01-02,506.451,nan,14,6,2,0,0,https://www.elevancehealth.com
GIAA.JK,505,1031,2,1.16186e-08,1029,6.73765e-05,Indonesia,Garuda Indonesia Persero Tbk,No,-34.3502,0.0861873,73.437,0.241,2.27802e+06,,203.554,nan,nan,nan,nan,nan,nan,https://www.garuda-indonesia.com
CWC.XETRA,506,1032,420,0.761185,612,0.0273894,Germany,CEWE Stiftung & Co. KGaA,Yes,0.162627,0.0819353,27.146,32.955,630.66,,86.2827,nan,nan,nan,nan,nan,nan,https://www.cewe.de
EME.US,507,1037,530,1.09902,507,0.0359488,United States,EMCOR Group Inc,Yes,0.172133,0.0825413,1.525,97.583,9755.06,1995-12-28,147.525,212.5,1,0,1,0,0,https://www.emcorgroup.com
WMB.US,508,1039,556,1.18788,483,0.038447,United States,Williams Companies Inc,No,0.00137675,0.0694831,0.356,87.527,40969,1981-12-31,31.1381,37.5,6,5,12,0,0,https://www.williams.com
GLW.US,509,1041,496,0.974488,545,0.0329664,United States,Corning Incorporated,No,0.0242846,0.0749237,0.33,70.249,25231.2,1981-12-31,30.8264,38.18,6,5,3,0,0,https://www.corning.com
MTH.US,510,1044,154,0.262273,890,0.00901621,United States,Meritage Corporation,Yes,0.194538,0.0724659,1.993,101.865,4253.01,1988-07-20,91.4309,173.86,4,2,5,0,0,https://www.meritagehomes.com
EVK.XETRA,511,1044,354,0.60935,690,0.0225628,Germany,Evonik Industries AG,No,0.027942,0.0665863,55,21.667,8341.4,,16.8156,nan,nan,nan,nan,nan,nan,https://corporate.evonik.com/en/
NUF.AU,512,1046,285,0.468589,761,0.0181386,Australia,Nufarm Ltd,No,0.0249913,0.0643737,6.767,58.124,1670.63,,6.0078,nan,nan,nan,nan,nan,nan,https://www.nufarm.com
CHGG.US,513,1050,693,1.76371,357,0.0544033,United States,Chegg Inc,Yes,0.115669,0.0731361,2.626,94.809,1009.06,2013-11-13,25.27,nan,1,0,15,1,0,https://www.chegg.com
MNCN.JK,514,1052,226,0.38332,826,0.013418,Indonesia,Media Nusantara Citra Tbk PT,Yes,0.106111,0.0847908,46.346,15.243,6.08451e+06,2007-06-22,734.519,nan,nan,nan,nan,nan,nan,https://www.mnc.co.id
CSL.US,515,1052,621,1.43669,431,0.04413,United States,Carlisle Companies Incorporated,Yes,0.163309,0.0765826,0.81,94.066,13095.3,1987-11-05,232.706,322,4,1,1,0,0,https://www.carlisle.com
RICK.US,516,1053,533,1.10481,520,0.0350551,United States,RCI Hospitality Holdings Inc,Yes,0.10253,0.0710524,12.093,44.711,541.92,1995-10-12,92.8749,125,2,1,0,0,0,https://www.rcihospitality.com
HOLN.SW,517,1054,272,0.458549,782,0.0164974,Switzerland,Holcim AG,No,0.0539043,0.0685709,11.586,35.658,33666.9,,45.8903,nan,nan,nan,nan,nan,nan,https://www.holcim.com
GFT.XETRA,518,1055,550,1.16013,505,0.0359888,Germany,GFT Technologies SE,Yes,0.15226,0.081391,35.8,23.915,786.618,,33.4239,nan,nan,nan,nan,nan,nan,https://www.gft.com
OSTK.US,519,1055,619,1.42379,436,0.043292,United States,Overstockcom Inc,No,-0.0517946,0.0836405,1.262,70.373,789.248,2002-05-30,19.36,38.67,2,0,8,0,0,https://www.overstock.com
SSH1V.HE,520,1056,968,10.9905,88,0.140388,Finland,SSH Communications Security Oyj,No,-0.0934566,0.0890927,34.487,36.381,59.1008,,2.3,nan,nan,nan,nan,nan,nan,https://www.ssh.com
BOOZT.ST,521,1057,419,0.749665,638,0.0259555,Sweden,Boozt AB,Yes,0.0871346,0.0800011,3.869,74.369,6015.63,,120.3,nan,nan,nan,nan,nan,nan,https://www.booztfashion.com
MEMS.PA,522,1058,633,1.47106,425,0.0447641,France,Memscap Regpt,No,0.00960865,0.0711965,10.092,0.401,35.684,,1.39,nan,nan,nan,nan,nan,nan,https://www.memscap.com
INS.XETRA,523,1060,378,0.655607,682,0.0232104,Germany,Instone Real Estate Group AG,No,0.0127302,0.0563319,10.475,81.68,253.437,,7.5872,nan,nan,nan,nan,nan,nan,https://www.instone.de
RH.US,524,1063,465,0.87999,598,0.0284398,United States,RH,Yes,0.204502,0.0586782,15.71,88.641,4568.4,1998-06-19,267.19,285.67,6,1,12,1,0,https://www.rh.com
SNPS.US,525,1063,741,2.02164,322,0.0603457,United States,Synopsys Inc,Yes,0.176723,0.0890204,0.616,94.608,71975.3,1992-02-26,319.29,454.3,10,2,2,0,0,https://www.synopsys.com
SOM.AU,526,1064,924,4.77796,140,0.109928,Australia,SomnoMed Ltd,No,-0.148525,0.0904395,30.502,51.074,76.5569,,1.29,nan,nan,nan,nan,nan,nan,https://somnomed.com/au/
CFR.SW,527,1065,505,0.997475,560,0.0313982,Switzerland,Compagnie Financière Richemont SA,Yes,0.0911808,0.0622314,0.003,38.806,64119,,117.353,nan,nan,nan,nan,nan,nan,https://www.richemont.com
ANTM.JK,528,1065,483,0.941275,582,0.0298472,Indonesia,Aneka Tambang Persero Tbk,Yes,0.112044,0.0824448,67.461,7.947,3.9771e+07,1997-11-27,1906.49,nan,nan,nan,nan,nan,nan,https://www.antam.com
DK.US,529,1066,260,0.440388,806,0.0149641,United States,Delek US Energy Inc,Yes,0.0631437,0.0579707,2.362,105.349,1608.78,2006-05-04,26.0037,30.18,1,1,7,1,3,https://www.delekus.com
MTN.US,530,1066,548,1.15556,518,0.0351238,United States,Vail Resorts Inc,No,0.033285,0.0662483,1.333,103.86,8132.97,1997-02-03,229.697,nan,3,1,5,1,0,https://www.vailresorts.com
LFUS.US,531,1066,569,1.24666,497,0.0372471,United States,Littelfuse Inc,Yes,0.103117,0.0774583,1.59,99.077,6160.69,1992-09-23,218.049,nan,0,2,5,0,0,https://www.littelfuse.com
OMI.US,532,1067,566,1.22901,501,0.0368968,United States,Owens & Minor Inc,No,0.00653012,0.0731056,2.789,97.276,1277.3,1988-12-16,19.53,20.4,1,0,3,2,0,https://www.owens-minor.com
UTHR.US,533,1071,630,1.4694,441,0.0425332,United States,United Therapeutics Corporation,Yes,0.129952,0.0831638,1.77,99.973,10998.2,1999-06-17,278.09,282,7,2,2,2,0,https://www.unither.com
TXN.US,534,1073,651,1.5791,422,0.0454174,United States,Texas Instruments Incorporated,Yes,0.19516,0.083215,0.215,88.403,142551,1953-01-01,160.193,183.94,8,2,19,3,1,https://www.ti.com
ALRM.US,535,1081,770,2.25293,311,0.0633868,United States,Alarm.com Holdings Inc,No,0.0510737,0.0773535,4.907,91.615,2997.86,2015-06-26,49.48,nan,4,2,3,0,0,https://www.alarm.com
IONS.US,536,1082,823,2.78578,259,0.0736026,United States,Ionis Pharmaceuticals Inc,No,-0.153625,0.104068,0.763,95.005,6224.65,1991-05-17,37.77,48.89,7,6,5,3,1,https://www.ionispharma.com
LEG.US,537,1084,542,1.12897,542,0.0332418,United States,Leggett & Platt Incorporated,No,0.0217192,0.0683144,1.555,71.223,3305.87,1987-11-05,30.2384,28,0,0,3,1,0,https://www.leggett.com
CFRUY.US,538,1084,535,1.10766,549,0.0325352,Switzerland,Compagnie Financiere Richemont,Yes,0.0911808,0.0621779,0,0.409,71275,,12.5053,nan,nan,nan,nan,nan,nan,https://www.richemont.com
NWSA.US,539,1085,346,0.581555,739,0.0193916,United States,News Corp A,No,0.0531915,0.0651476,0.725,102.437,11650.1,2013-06-19,17.9974,26.42,3,2,2,0,0,https://newscorp.com
NWS.US,540,1091,350,0.594967,741,0.0191111,United States,News Corp B,No,0.0531915,0.0653722,40.347,41.187,11676.3,2013-06-19,18.2384,32.6,3,2,2,0,0,https://newscorp.com
G1A.XETRA,541,1091,553,1.18056,538,0.0335822,Germany,GEA Group Aktiengesellschaft,Yes,0.120611,0.0831992,6.329,56.866,5723.11,,37.3588,nan,nan,nan,nan,nan,nan,https://www.gea.com
TXT.US,542,1092,503,0.993325,589,0.0290688,United States,Textron Inc,Yes,0.0786485,0.0768155,0.472,90.016,15231.7,1984-10-24,70.7224,86.06,5,3,8,0,0,https://www.textron.com
WES.AU,543,1096,641,1.52503,455,0.0414003,Australia,Wesfarmers Ltd,No,0.0355619,0.0698074,1.364,29.99,58348.1,,44.2532,nan,nan,nan,nan,nan,nan,https://www.wesfarmers.com.au
FDX.US,544,1097,333,0.555808,764,0.0178973,United States,FedEx Corporation,Yes,0.0672193,0.0584337,7.941,75.313,64841.2,1978-04-12,169.632,265.89,14,4,13,1,0,https://www.fedex.com
GBF.XETRA,545,1101,229,0.385468,872,0.0100832,Germany,Bilfinger SE,No,-0.105843,0.070805,0,65.541,1322.45,,25.6595,nan,nan,nan,nan,nan,nan,https://www.bilfinger.com
LDOS.US,546,1102,565,1.22307,537,0.0337262,United States,Leidos Holdings Inc,Yes,0.0630347,0.0533692,0.946,77.784,12801.1,2006-10-13,103.575,114.5,8,2,5,0,0,https://www.leidos.com
OLVAS.HE,547,1102,297,0.493043,805,0.0151159,Finland,Olvi Oyj A,No,-0.0635108,0.08684,15.011,27.262,585.626,,31.844,nan,nan,nan,nan,nan,nan,https://www.olvi.fi
QTWO.US,548,1111,701,1.81801,410,0.0468771,United States,Q2 Holdings,No,-0.101209,0.114868,2.527,103.459,1879.64,2014-03-20,26.87,38.14,8,3,4,1,0,https://www.q2.com
SIX.US,549,1111,743,2.03141,368,0.0536366,United States,Six Flags Entertainment New,Yes,0.115326,0.0610578,1.006,100.825,1814.05,2010-05-11,23.25,27.83,6,0,6,1,0,https://www.sixflags.com
EDL.XETRA,550,1116,190,0.335684,926,0.00578707,Germany,Edel SE & Co. KGaA,Yes,0.105478,0.060541,63.94,3.954,91.4808,,4.4744,nan,nan,nan,nan,nan,nan,https://www.edel.com
DGX.US,551,1116,603,1.37287,513,0.035486,United States,Quest Diagnostics Incorporated,No,0.0719279,0.0751642,0.841,92.871,13947.4,1996-12-17,153.286,nan,3,0,14,0,0,https://www.questdiagnostics.com
KWS.XETRA,552,1117,862,3.41252,255,0.0741304,Germany,KWS SAAT SE & Co. KGaA,No,0.0437537,0.0651289,69.8,6.463,1775.4,,62.9948,nan,nan,nan,nan,nan,nan,https://www.kws.com
INTC.US,553,1118,534,1.10597,584,0.0295979,United States,Intel Corporation,No,0.0145212,0.111408,0.061,64.658,148506,1971-10-13,25.8272,nan,6,3,29,4,3,https://www.intel.com
EBIX.US,554,1118,662,1.62185,456,0.0409496,United States,Ebix Inc,Yes,0.0864242,0.0675251,21.525,66.268,224.653,1987-07-01,19.96,39.88,1,0,0,0,0,https://www.ebix.com
LOW.US,555,1120,705,1.8343,415,0.0462463,United States,Lowe's Companies Inc,Yes,0.339127,0.0599346,0.105,77.134,115158,1985-07-01,195.16,248.72,17,4,13,1,0,https://www.lowes.com
SAH.US,556,1121,409,0.726193,712,0.0207946,United States,Sonic Automotive Inc,No,0.021033,0.0546777,32.583,81.381,1651.6,1997-11-12,48.1598,57.33,3,1,2,1,1,https://www.sonicautomotive.com
VRNT.US,557,1122,555,1.18286,567,0.0308401,United States,Verint Systems Inc,No,0.0015567,0.0623105,2.042,103.796,1475.67,2002-05-16,36.28,36.83,2,2,3,0,0,https://www.verint.com
MZX.XETRA,558,1125,375,0.648791,750,0.018799,Germany,Masterflex SE,Yes,0.142262,0.071937,56.577,3.139,86.565,,8.08,nan,nan,nan,nan,nan,nan,https://www.masterflexgroup.com
H5E.XETRA,559,1126,234,0.393856,892,0.0089066,Germany,HELMA Eigenheimbau Aktiengesellschaft,No,-0.0160021,0.0442606,31.1,27.907,10.04,,13.2749,nan,nan,nan,nan,nan,nan,https://www.helma.de
GEN.US,560,1128,829,2.89014,299,0.0656868,United States,Gen Digital Inc.,Yes,0.43095,0.0613126,8.86,85.929,13089.3,1990-03-26,20.8806,nan,3,1,3,0,0,https://www.gendigital.com
AMZN.US,561,1128,757,2.11574,371,0.0531851,United States,Amazon.com Inc,No,-0.0127678,0.0793337,9.718,60.534,1.33574e+06,1997-05-15,84,158.44,37,11,4,0,0,https://www.amazon.com
PAT.XETRA,562,1128,156,0.268522,972,0.0015414,Germany,Patrizia AG,No,-0.0148674,0.0749777,51.807,20.746,718.495,,9.9535,nan,nan,nan,nan,nan,nan,https://www.patrizia.ag
CPB.US,563,1128,649,1.5602,479,0.0387416,United States,Campbell Soup Company,No,0.0417519,0.0667381,36.118,53.345,11756.9,1985-07-01,55.036,50.22,2,1,11,5,1,https://www.campbellsoupcompany.com
SOBI.ST,564,1129,666,1.63778,463,0.0403021,Sweden,Swedish Orphan Biovitrum AB (publ),Yes,0.112592,0.079663,3.988,68.472,78619.4,,206.03,nan,nan,nan,nan,nan,nan,https://www.sobi.com
CARL-B.CO,565,1135,663,1.62383,472,0.039456,Denmark,Carlsberg A/S,Yes,0.150866,0.0764571,8.068,44.35,118520,,898.373,nan,nan,nan,nan,nan,nan,https://www.carlsberggroup.com
BB.PA,566,1135,418,0.748116,717,0.020617,France,Société BIC SA,No,0.0608329,0.0839245,45.546,26.862,2566.92,,61.1515,nan,nan,nan,nan,nan,nan,https://fr.bic.com/fr
GEM.AU,567,1143,364,0.624754,779,0.0165276,,G8 Education Ltd,No,0.00288441,0.0621687,1.323,76.86,841.886,2007-12-05,1.0721,nan,nan,nan,nan,nan,nan,https://www.g8education.edu.au
VOLV-B.ST,568,1144,634,1.47145,510,0.0357604,Sweden,AB Volvo (publ),No,0.0659489,0.0672834,4.959,54.991,461486,,176.241,nan,nan,nan,nan,nan,nan,https://www.volvogroup.com
WRK.US,569,1144,279,0.463219,865,0.0107098,United States,WestRock Co,Yes,0.0636929,0.0601532,0.676,91.414,9179.23,1994-03-02,33.9771,39,4,1,5,0,0,https://www.westrock.com
BTI.US,570,1145,521,1.05126,624,0.0267542,United Kingdom,British American Tobacco p.l.c.,No,0.0169805,0.0690389,0.243,7.982,69529.7,1980-04-14,36.6538,45.17,3,1,1,0,0,https://www.bat.com
GPRO.US,571,1146,981,19.5557,165,0.0988077,United States,GoPro Inc,No,0.038331,0.0775787,1.762,65.148,479.621,2014-06-26,4.98,nan,1,0,2,0,0,https://www.gopro.com
JNJ.US,572,1146,777,2.30007,369,0.0532498,United States,Johnson & Johnson,No,0.0603615,0.0818677,0.097,70.794,373603,1944-09-24,171.447,nan,6,2,13,1,0,https://www.jnj.com
NEM.XETRA,573,1148,820,2.75811,328,0.0594513,Germany,Nemetschek AG O.N.,Yes,0.234017,0.0847147,51,33.898,8008.74,,47.386,nan,nan,nan,nan,nan,nan,https://www.nemetschek.com
AAPL.US,574,1149,810,2.56008,339,0.0573381,United States,Apple Inc,Yes,0.56781,0.0824545,0.072,61.317,2.71644e+06,1980-12-12,129.208,nan,22,8,12,2,1,https://www.apple.com
CFW.TO,575,1149,276,0.461707,873,0.0100797,Canada,Calfrac Well Services Ltd.,No,0.0155247,0.0756421,47.586,23.52,424.516,,6.1,nan,nan,nan,nan,nan,nan,https://www.calfrac.com
FIE.XETRA,576,1150,597,1.34478,553,0.0319735,Germany,Fielmann Aktiengesellschaft,No,0.0431378,0.0782722,72.908,7.972,3457.38,,36.4697,nan,nan,nan,nan,nan,nan,https://www.fielmann.eu
COR.US,577,1152,868,3.50864,284,0.0681013,United States,Cencora Inc.,Yes,0.293571,0.0761169,16.684,78.918,35141.4,1995-04-04,163.872,nan,nan,nan,nan,nan,nan,https://www.amerisourcebergen.com
RIO.AU,578,1152,531,1.10168,621,0.0268925,,Rio Tinto Ltd,No,0.0223629,0.0826126,10.825,35.96,45199.3,,110.746,nan,nan,nan,nan,nan,nan,https://www.riotinto.com
GIS.US,579,1153,660,1.61627,493,0.0377809,United States,General Mills Inc,Yes,0.0757476,0.0674258,0.226,79.121,36324.1,1983-06-10,81.3898,nan,3,2,13,2,1,https://www.generalmills.com
HHFA.XETRA,580,1155,347,0.581823,808,0.0147748,Germany,Hamburger Hafen Und Logistik A-SP,Yes,0.143226,0.054387,69.248,10.278,1259.17,,11.1849,nan,nan,nan,nan,nan,nan,https://hhla.de
R.US,581,1156,319,0.535467,837,0.0125676,United States,Ryder System Inc,No,0.0796641,0.144625,1.445,88.246,4869.14,1980-01-02,81.2523,99.33,2,1,4,0,0,https://www.ryder.com
CPRT.US,582,1159,473,0.910127,686,0.0227593,United States,Copart Inc,Yes,0.235572,0.078598,9.483,82.579,41759.9,1994-03-16,30.45,51.4,4,2,4,1,0,https://www.copart.com
EVT.AU,583,1159,529,1.09515,630,0.026517,Australia,Event Hospitality and Entertainment Ltd,No,0.0350799,0.0724771,27.766,42.569,1791.5,,12.3806,nan,nan,nan,nan,nan,nan,https://www.evt.com
UNVR.JK,584,1160,702,1.81961,458,0.0407837,Indonesia,Unilever Indonesia Tbk,No,-0.0989368,0.086004,84.995,4.14,1.35432e+08,1982-01-11,4542.35,nan,nan,nan,nan,nan,nan,https://www.unilever.co.id
CGCBV.HE,585,1163,478,0.928297,685,0.0228071,Finland,Cargotec Oyj,No,-0.0219402,0.0735221,33.904,33.951,2443.44,,40.0435,nan,nan,nan,nan,nan,nan,https://www.cargotec.com
BLKB.US,586,1164,838,2.98919,326,0.0595844,United States,Blackbaud Inc,No,-0.0286611,0.106632,1.953,95.871,3787.07,2004-07-22,58.86,76.67,1,1,4,1,0,https://www.blackbaud.com
FLT.US,587,1166,439,0.819952,727,0.0200173,United States,Fleetcor Technologies Inc,Yes,0.131372,0.0681634,3.061,95.788,18924.2,2010-12-15,183.68,286.37,8,4,6,0,0,https://www.fleetcor.com
FCX.US,588,1167,444,0.832989,723,0.0202059,United States,Freeport-McMoran Copper & Gold Inc,Yes,0.143727,0.0773347,0.567,80.962,52571.6,1995-07-10,37.4468,nan,5,6,8,0,0,https://fcx.com
HBM.TO,589,1167,186,0.326332,981,0.00112592,Canada,HudBay Minerals Inc,No,0.0240696,0.0755636,0.065,50.829,2232.74,,6.8205,nan,nan,nan,nan,nan,nan,https://www.hudbayminerals.com
SDV.AU,590,1167,549,1.15847,618,0.026946,,Scidev Ltd,No,-0.0126134,0.0880994,21.927,24.006,44.6038,,0.375,nan,nan,nan,nan,nan,nan,https://www.scidev.com.au
ORCL.US,591,1169,807,2.52229,362,0.0539075,United States,Oracle Corporation,No,0.0491393,0.0654802,42.486,43.608,301222,1986-03-12,80.509,nan,13,4,16,0,1,https://www.oracle.com
AVID.US,592,1173,966,10.5258,207,0.085794,United States,Avid Technology Inc,Yes,1.01966,0.078892,7.195,86.04,1184.28,1993-03-11,26.59,27.03,0,1,5,0,0,https://www.avid.com
EVBG.US,593,1174,684,1.74342,490,0.0379665,United States,Everbridge Inc,No,-0.0774934,0.110297,1.66,93.329,902.034,2016-09-16,29.58,27.64,2,2,7,2,0,https://www.everbridge.com
V.US,594,1177,686,1.74657,491,0.037919,United States,Visa Inc. Class A,Yes,0.210717,0.0821566,0.122,99.439,488836,2008-03-19,206.123,278.38,22,10,5,0,0,https://usa.visa.com
CASY.US,595,1177,498,0.9826,679,0.0234033,United States,Caseys General Stores Inc,Yes,0.073914,0.0678928,0.513,88.232,10050.4,1983-10-20,222.868,272.45,7,2,4,0,0,https://www.caseys.com
BNR.XETRA,596,1179,573,1.26006,606,0.0276814,Germany,Brenntag SE,Yes,0.158789,0.0724338,5.178,68.689,10940.3,,58.0802,nan,nan,nan,nan,nan,nan,https://www.brenntag.com
DRI.US,597,1179,656,1.59815,523,0.0347149,United States,Darden Restaurants Inc,Yes,0.126387,0.0663721,0.319,94.729,17213.5,1995-05-05,133.767,nan,14,6,11,0,0,https://www.darden.com
CMI.US,598,1180,714,1.88105,466,0.0398927,United States,Cummins Inc,Yes,0.0985675,0.0762827,0.418,87.6,32241.7,1984-12-18,235.521,nan,6,0,16,0,0,https://www.cummins.com
ASSA-B.ST,599,1180,674,1.66866,506,0.0359764,Sweden,ASSA ABLOY AB (publ),Yes,0.130152,0.0798778,1.751,67.175,272696,,219.324,nan,nan,nan,nan,nan,nan,https://www.assaabloy.com
COTY.US,600,1181,509,1.01949,672,0.0239647,United States,Coty Inc,No,0.0273164,0.0623348,60.145,35.25,9214.84,2013-06-13,8.56,13.67,5,3,8,0,0,https://www.coty.com
SHL.XETRA,601,1182,707,1.8421,475,0.0391769,Germany,Siemens Healthineers AG,Yes,0.0906298,0.084381,75.355,11.888,53708.3,,45.865,nan,nan,nan,nan,nan,nan,https://www.siemens-healthineers.com
